Module	Section	Sample Name	Source
FastQC	all_sections	SRR7236033_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236033_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235993_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235993_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236021_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236021_pass_1.fastq.gz_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235991_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235991_pass_1.fastq.gz_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235990_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235990_pass_1.fastq.gz_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236021_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236021_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235999_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235999_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236029_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236029_pass_1.fastq.gz_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235993_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235993_pass_1.fastq.gz_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235998_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235998_pass_1.fastq.gz_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236034_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236034_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236029_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236029_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236022_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236022_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236021_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236021_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235999_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235999_pass_1.fastq.gz_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236034_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236034_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235994_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235994_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236037_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236037_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236028_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236028_pass_1.fastq.gz_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235999_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235999_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235991_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235991_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235990_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235990_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236032_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236032_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235989_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235989_pass_1.fastq.gz_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236031_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236031_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236028_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236028_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236037_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236037_pass_1.fastq.gz_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236029_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236029_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236028_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236028_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235996_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235996_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235996_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235996_pass_1.fastq.gz_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235994_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235994_pass_1.fastq.gz_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235991_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235991_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236033_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236033_pass_1.fastq.gz_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236036_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236036_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235989_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235989_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236037_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236037_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236036_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236036_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235993_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235993_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235994_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235994_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236031_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236031_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235998_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235998_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235990_pass_2_unpaired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235990_pass_2_unpaired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236032_pass_1	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236032_pass_1.fastq.gz_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236030_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236030_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7235998_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7235998_pass_2_paired_qtrim_fastqc.zip
FastQC	all_sections	SRR7236032_pass_2_paired_qtrim	/RAID_STORAGE2/echille/finalproject/sratoolkit.2.9.6-centos_linux64/bin/fastq/trimmed_reads/Trimmomatic-0.39/qtrim/SRR7236032_pass_2_paired_qtrim_fastqc.zip
